co_ref,prospect_renewal_date,cutoff_date,renewal_year,churn_14,prospect_outcome,tenure_years,payment_method,band,proforma_auto_renewal,proforma_world_pay_token,total_spent,avg_payment,num_payments,last_payment_date,days_since_last_payment,total_calls,last_call_date,price_discussions,discount_requests,calls_last_7,calls_last_14,calls_last_30,days_since_last_call,recent_call_ratio,total_cc_calls,last_cc_call,total_complaints,customer_issues,pricing_mentions,avg_cc_sentiment,cc_calls_last_30,days_since_last_cc_call,repeat_call_ratio,total_interactions,interactions_14_days,pre_renewal_interactions,complaints,negative_experience,support_issues,financial_stress,price_dissatisfaction,avg_sentiment,agent_followups,last_moment_engagement_ratio,engagement_score
HA0923,2024-06-11,2024-05-28,2024,0,Won,12.0,BACS,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2024-05-28,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GW6870,2024-06-03,2024-05-20,2024,0,Won,16.0,BACS,Band G,True,True,0.0,0.0,0.0,Unknown,0.0,2.0,2024-05-07,0.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IU2608,2024-07-11,2024-06-27,2024,0,Won,5.0,BACS,Group,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PD4285,2024-07-07,2024-06-23,2024,0,Won,16.0,BACS,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2024-06-11,0.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BY9030,2024-07-04,2024-06-20,2024,0,Won,8.0,BACS,Band F1,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2024-06-19,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CQ7159,2024-09-03,2024-08-20,2024,0,Won,3.0,BACS,Band F1,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EV4240,2024-04-05,2024-03-22,2024,0,Won,8.0,BACS,Band G,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MQ6855,2024-08-12,2024-07-29,2024,0,Won,9.0,BACS,Band H,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2024-07-23,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NT2076,2024-07-06,2024-06-22,2024,0,Won,12.0,BACS,Band H,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KU7286,2024-10-12,2024-09-28,2024,0,Won,2.0,CARD,Band A,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2024-08-07,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RT6786,2024-07-06,2024-06-22,2024,0,Won,3.0,CARD,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,4.0,2024-06-21,4.0,2.0,1.0,2.0,3.0,1.0,0.75,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HJ7921,2024-09-12,2024-08-29,2024,0,Won,6.0,CARD,Band D,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2024-08-16,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NZ2428,2024-04-12,2024-03-29,2024,0,Won,17.0,BACS,Band D,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TZ5010,2024-06-03,2024-05-20,2024,0,Won,13.0,CARD,Band D,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2024-05-07,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FA9826,2024-04-12,2024-03-29,2024,0,Won,16.0,CARD,Band C2,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JX1700,2024-03-07,2024-02-22,2024,0,Won,2.0,BACS,Band C1,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UC9500,2024-10-03,2024-09-19,2024,0,Won,2.0,CARD,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2024-09-06,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JO3464,2024-08-05,2024-07-22,2024,0,Won,5.0,BACS,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SN7233,2024-04-08,2024-03-25,2024,0,Won,3.0,CARD,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MP7732,2024-05-11,2024-04-27,2024,0,Won,4.0,CARD,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE8147,2024-08-04,2024-07-21,2024,0,Won,18.0,BACS,Band F1,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
XW2995,2024-02-01,2024-01-18,2024,0,Won,8.0,BACS,Band E,True,False,1069.0,1069.0,1.0,2023-02-01,351.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OO4786,2024-02-02,2024-01-19,2024,0,Won,2.0,CARD,Band F1,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
XU7701,2024-01-04,2023-12-21,2024,0,Won,2.0,WORLD PAY,Band E,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EF1259,2024-03-10,2024-02-25,2024,1,Churned,4.0,UNKNOWN,Band F1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JM8567,2024-02-08,2024-01-25,2024,1,Churned,0.0,UNKNOWN,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NF5596,2024-04-06,2024-03-23,2024,1,Churned,4.0,UNKNOWN,Band A,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SN2840,2024-09-02,2024-08-19,2024,0,Won,11.0,BACS,Band G,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2024-08-14,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LU8444,2024-05-03,2024-04-19,2024,0,Won,8.0,BACS,Band C1,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IB9243,2024-04-04,2024-03-21,2024,1,Churned,21.0,UNKNOWN,Band J,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML6364,2023-10-05,2023-09-21,2023,0,Won,1.0,CARD,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
YM5245,2026-01-08,2025-12-25,2026,0,Won,1.0,BACS,Group,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VF9926,2023-03-08,2023-02-22,2023,0,Won,10.0,CARD,Band B,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CA1226,2023-09-07,2023-08-24,2023,0,Won,2.0,CARD,Band C1,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RB5413,2026-01-09,2025-12-26,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,3
KA8412,2023-04-07,2023-03-24,2023,0,Won,1.0,CARD,Band C1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JL9387,2026-05-08,2026-04-24,2026,0,Won,1.0,BACS,Band D,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JS8491,2025-10-01,2025-09-17,2025,0,Won,1.0,CARD,Band C1,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2025-09-04,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,1.0,0.0,50.0,2.0,0.3333333333333333,3
XC5422,2026-04-09,2026-03-26,2026,0,Won,1.0,WORLD PAY,Band C2,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LY7739,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GD8724,2026-03-04,2026-02-18,2026,0,Won,1.0,CARD,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-05,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.3333333333333333,2
FC4668,2026-03-06,2026-02-20,2026,0,Won,1.0,WORLD PAY,Band C2,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-09,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,2
ZM3424,2026-03-06,2026-02-20,2026,0,Won,1.0,WORLD PAY,Band C2,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,2
XO6580,2026-03-04,2026-02-18,2026,0,Won,1.0,WORLD PAY,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,2
FX1285,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IF2522,2026-03-10,2026-02-24,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,2.0,2026-02-11,0.0,0.0,0.0,2.0,2.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.3333333333333333,2
OD8415,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-12,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,2
YS2345,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,2
KD1583,2026-03-10,2026-02-24,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-12,0.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.5,2
JR6339,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,0.3333333333333333,2
KG3143,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.3333333333333333,2
MM9409,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OR5788,2026-03-10,2026-02-24,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-12,0.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.3333333333333333,2
IO5358,2026-03-10,2026-02-24,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CL1700,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-13,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,2
QJ0398,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band B,True,True,0.0,0.0,0.0,Unknown,0.0,2.0,2026-02-12,0.0,0.0,0.0,2.0,2.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2.0,2.0,2.0,1.0,2.0,0.0,7.0,0.5,2
RO7971,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band B,True,False,0.0,0.0,0.0,Unknown,0.0,1.0,2026-01-26,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,2
II1035,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band D,True,True,0.0,0.0,0.0,Unknown,0.0,1.0,2026-02-13,0.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,2
KS3977,2026-03-11,2026-02-25,2026,0,Won,1.0,WORLD PAY,Band A,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UA4219,2026-03-12,2026-02-26,2026,0,Won,1.0,WORLD PAY,Band C1,True,True,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.3333333333333333,2
FI9644,2023-01-09,2022-12-26,2023,1,Churned,3.0,CARD,Band C1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FI2415,2023-01-12,2022-12-29,2023,1,Churned,2.0,CARD,Band B,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FJ3435,2023-01-04,2022-12-21,2023,1,Churned,2.0,CARD,Band C1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KR6543,2023-01-07,2022-12-24,2023,1,Churned,3.0,CARD,Band B,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FG1804,2023-01-12,2022-12-29,2023,1,Churned,11.0,CARD,Band C1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EY4100,2023-01-08,2022-12-25,2023,1,Churned,3.0,CARD,Band C1,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IE5108,2023-01-11,2022-12-28,2023,1,Churned,1.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SA2962,2023-01-03,2022-12-20,2023,1,Churned,5.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VK0097,2023-01-05,2022-12-22,2023,1,Churned,1.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RF8488,2023-01-12,2022-12-29,2023,1,Churned,12.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PX7357,2023-01-10,2022-12-27,2023,1,Churned,1.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UK6971,2023-01-09,2022-12-26,2023,1,Churned,3.0,CARD,Band C2,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BV2850,2023-01-07,2022-12-24,2023,1,Churned,3.0,CARD,Band D,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LL0039,2023-01-02,2022-12-19,2023,1,Churned,3.0,CARD,Band D,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SF8256,2023-01-12,2022-12-29,2023,1,Churned,6.0,CARD,Band D,False,False,0.0,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
